SENTENCE,TEXT,POS,POS_GROUPED
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",:,PUNCT,PUNCT
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",«,PROPN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",N’,PROPN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",emmo,NOUN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",de,ADP,FUNC
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",beseugno,NOUN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",pe,NOUN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",-,NOUN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",a,AUX,VERB
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",seguessa,VERB,VERB
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",naçionale,ADJ,ADJ
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",",",PUNCT,PUNCT
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",a,AUX,VERB
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",Danimarca,ADJ,ADJ
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",a,AUX,VERB
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",no,X,OTHER
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",saià,ADJ,ADJ
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",boña,ADJ,ADJ
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",à,ADP,FUNC
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",dâghe,NOUN,NOUN
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",a,AUX,VERB
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",mente,ADJ,ADJ
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",»,PUNCT,PUNCT
"Oua o Trump o veu à Groenlandia: «N’emmo de beseugno pe-a seguessa naçionale, a Danimarca a no saià boña à dâghe a mente».",.,PUNCT,PUNCT
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,Gh’,NOUN,NOUN
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,é,CCONJ,FUNC
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,anche,NOUN,NOUN
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,l’,ADJ,ADJ
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,ipòtexi,VERB,VERB
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,de,ADP,FUNC
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,mandâghe,NOUN,NOUN
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,l’,ADJ,ADJ
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,exerçito,VERB,VERB
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,pe,DET,PRON
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,piggiâla,NOUN,NOUN
Gh’é anche l’ipòtexi de mandâghe l’exerçito pe piggiâla.,.,PUNCT,PUNCT
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",L’,PROPN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",Union,PROPN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",europea,ADJ,ADJ
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",invexendâ,ADJ,ADJ
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",:,PUNCT,PUNCT
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",«,PUNCT,PUNCT
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",A,NOUN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",l’,NOUN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",é,ADP,FUNC
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",autònoma,NOUN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",",",PUNCT,PUNCT
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",a,AUX,VERB
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",va,VERB,VERB
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",respettâ,PROPN,NOUN
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",»,PUNCT,PUNCT
"L’Union europea invexendâ: «A l’é autònoma, a va respettâ».",.,PUNCT,PUNCT
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",A,AUX,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Procua,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",de,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Sion,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",a,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",l’,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",à,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",commandou,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",l’,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",arresto,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",pe,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",-,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",o,X,OTHER
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Jacques,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Moretti,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",",",PUNCT,PUNCT
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",o,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",baccan,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",do,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",locale,ADJ,ADJ
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",La,DET,PRON
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Constellation,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",de,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Crans,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",-,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Montana,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",",",PUNCT,PUNCT
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",in,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Svissera,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",",",PUNCT,PUNCT
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",donde,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",l’,ADJ,ADJ
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",é,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",avvegnuo,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",l’,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",inçendio,ADJ,ADJ
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",do,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",Primmo,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",de,ADP,FUNC
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",l’,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",anno,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",con,VERB,VERB
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",40,NUM,ADJ
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",mòrti,NOUN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",",",PUNCT,PUNCT
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",squæxi,ADV,ADV
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",tutti,PROPN,NOUN
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",zoenòtti,ADJ,ADJ
"A Procua de Sion a l’à commandou l’arresto pe-o Jacques Moretti, o baccan do locale La Constellation de Crans-Montana, in Svissera, donde l’é avvegnuo l’inçendio do Primmo de l’anno con 40 mòrti, squæxi tutti zoenòtti.",.,PUNCT,PUNCT
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,Pe,ADV,ADV
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,-,ADV,ADV
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,a,VERB,VERB
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,moggê,ADJ,ADJ
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,Jessica,PROPN,NOUN
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,l’,ADJ,ADJ
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,é,CCONJ,FUNC
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,stæto,VERB,VERB
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,dispòsto,NOUN,NOUN
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,l’,NOUN,NOUN
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,arresto,NOUN,NOUN
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,in,X,OTHER
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,cà,X,OTHER
Pe-a moggê Jessica l’é stæto dispòsto l’arresto in cà.,.,PUNCT,PUNCT
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",O,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",provedimento,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",",",PUNCT,PUNCT
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",arrivou,VERB,VERB
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",dòppo,ADJ,ADJ
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",l’,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",interrogatöio,ADJ,ADJ
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",into,ADJ,ADJ
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",giorno,ADJ,ADJ
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",da,DET,PRON
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",commemoraçion,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",de,ADP,FUNC
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",vittime,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",à,ADP,FUNC
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",Matigny,PROPN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",",",PUNCT,PUNCT
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",o,ADP,FUNC
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",l’,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",é,CCONJ,FUNC
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",stæto,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",giustificou,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",co-o,PROPN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",reisego,PROPN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",de,ADP,FUNC
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",fuga,NOUN,NOUN
"O provedimento, arrivou dòppo l’interrogatöio into giorno da commemoraçion de vittime à Matigny, o l’é stæto giustificou co-o reisego de fuga.",.,PUNCT,PUNCT
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",«,PUNCT,PUNCT
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",No,PROPN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",çerchiemo,VERB,VERB
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",de,ADP,FUNC
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",tiâse,NOUN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",feua,ADJ,ADJ
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",da,X,OTHER
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",-,PRON,PRON
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",e,PROPN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",nòstre,VERB,VERB
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",responsabilitæ,NOUN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",",",PUNCT,PUNCT
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",semmo,ADJ,ADJ
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",devastæ,NOUN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",da,ADJ,ADJ
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",-,PRON,PRON
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",o,NOUN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",dô,ADP,FUNC
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",»,PUNCT,PUNCT
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",",",PUNCT,PUNCT
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",aivan,PROPN,NOUN
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",dito,ADJ,ADJ
"«No çerchiemo de tiâse feua da-e nòstre responsabilitæ, semmo devastæ da-o dô», aivan dito.",.,PUNCT,PUNCT
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,O,NOUN,NOUN
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,scindico,ADJ,ADJ
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,Nicolas,PROPN,NOUN
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,Féraud,PROPN,NOUN
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,o,ADP,FUNC
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,no,X,OTHER
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,veu,NOUN,NOUN
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,parlâ,ADJ,ADJ
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,de,ADP,FUNC
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,dimiscioin,NOUN,NOUN
O scindico Nicolas Féraud o no veu parlâ de dimiscioin.,.,PUNCT,PUNCT
